time,close_XMRUSD,volume_XMRUSD,close_BTCUSD,volume_BTCUSD
2017-11-10 11:20:00,115.92550332,82.462,6901.56,45.067531
2017-11-10 11:30:00,115.35292849999999,86.484,6850.75,74.476979
2017-11-10 11:40:00,116.00477,335.174,6865.0,55.358259000000004
2017-11-10 11:50:00,115.2560064,88.294,6831.2,44.87365
2017-11-10 12:00:00,113.59415628,41.267,6802.86,109.29147499999999
2017-11-10 12:10:00,112.82097063,63.479,6829.77,68.582582
2017-11-10 12:20:00,111.82556567999998,183.315,6798.32,21.824406
2017-11-10 12:30:00,110.53482909,61.018,6780.03,25.333931
2017-11-10 12:40:00,108.87159703000002,65.731,6678.01,37.83377
2017-11-10 12:50:00,106.82223776000001,53.442,6629.98,68.436102
2017-11-10 13:00:00,107.96991,125.71900000000001,6690.0,52.097408
2017-11-10 13:10:00,108.470219,30.964,6721.0,62.992747
2017-11-10 13:20:00,107.64713,338.96000000000004,6670.0,35.449555000000004
2017-11-10 13:30:00,108.08921962999999,330.03,6739.99,57.494156
2017-11-10 13:40:00,106.14841749,242.186,6740.01,53.010386
2017-11-10 13:50:00,107.9376,78.23,6780.0,36.68185
2017-11-10 14:00:00,107.38909643,122.08,6745.97,28.630777
2017-11-10 14:10:00,108.66366484000001,193.91500000000002,6756.01,24.495444
2017-11-10 14:20:00,108.86483218000001,76.622,6769.78,13.31824
2017-11-10 14:30:00,107.21816801999998,223.606,6764.98,23.268273
2017-11-10 14:40:00,107.0875491,37.093,6727.45,32.658697000000004
2017-11-10 14:50:00,106.92192000000001,87.634,6720.0,27.425083
2017-11-10 15:00:00,106.27031898,200.215,6676.11,32.422531
2017-11-10 15:10:00,106.55239348,220.374,6704.36,17.785711
2017-11-10 15:20:00,106.56174594,54.966,6710.86,15.377991
2017-11-10 15:30:00,106.57636269000001,386.435,6716.01,21.469591
2017-11-10 15:40:00,106.64325000000001,143.819,6750.0,32.406745
2017-11-10 15:50:00,107.60599836000002,410.951,6760.02,23.215960000000003
2017-11-10 16:00:00,109.36009343999999,222.32,6806.08,25.532092
2017-11-10 16:10:00,110.374698,222.762,6879.5,16.090467999999998
2017-11-10 16:20:00,109.79180000000001,152.885,6850.0,26.684684999999998
2017-11-10 16:30:00,109.95470567,183.848,6866.59,15.906911
2017-11-10 16:40:00,108.65515584,147.351,6856.08,22.253208
2017-11-10 16:50:00,109.38443527,174.742,6825.01,8.701465
2017-11-10 17:00:00,107.63298152,50.712,6725.38,20.446877
2017-11-10 17:10:00,107.94606433000001,56.6,6691.01,26.154552
2017-11-10 17:20:00,108.931536,127.992,6678.0,16.71253
2017-11-10 17:30:00,109.27929602999998,78.996,6699.73,19.463172999999998
2017-11-10 17:40:00,109.39399074,106.643,6722.01,13.843495
2017-11-10 17:50:00,109.44470134000001,219.513,6728.02,15.034059000000001
2017-11-10 18:00:00,106.75088,61.672000000000004,6560.0,28.554586
2017-11-10 18:10:00,107.23890727,302.84,6589.99,24.744125999999998
2017-11-10 18:20:00,104.801409,348.91,6509.0,17.214691000000002
2017-11-10 18:30:00,104.89672692,164.765,6514.92,46.56162
2017-11-10 18:40:00,104.51990746999998,277.693,6456.23,23.050271
2017-11-10 18:50:00,99.83999999999999,400.793,6400.0,44.178471
2017-11-10 19:00:00,104.55752775,141.667,6460.15,41.130954
2017-11-10 19:10:00,102.6186885,36.328,6460.1,49.073494000000004
2017-11-10 19:20:00,102.7695734,51.523,6554.6,31.425376
2017-11-10 19:30:00,104.1414,41.608,6600.0,54.714335
2017-11-10 19:40:00,102.9843466,36.471,6513.05,34.897529
2017-11-10 19:50:00,103.25927682,95.1,6526.31,21.998166
2017-11-10 20:00:00,102.32738022000001,38.835,6467.82,23.895834999999998
2017-11-10 20:10:00,101.2544,116.659,6400.0,19.336932
2017-11-10 20:20:00,100.79872176,155.548,6369.99,50.249569
2017-11-10 20:30:00,101.76211476,154.606,6380.87,35.323678
2017-11-10 20:40:00,100.62859993,128.902,6310.19,14.093074999999999
2017-11-10 20:50:00,99.85780297,115.943,6279.97,32.204375
2017-11-10 21:00:00,100.98405,154.295,6350.0,53.821227
2017-11-10 21:10:00,102.29724792,313.819,6391.98,37.732018000000004
2017-11-10 21:20:00,103.88655049,91.731,6490.07,39.772368
2017-11-10 21:30:00,105.03248022000001,126.0,6560.02,19.993459
2017-11-10 21:40:00,105.86010198,137.543,6475.02,29.737866
2017-11-10 21:50:00,104.46703866000001,174.308,6487.83,23.95051
2017-11-10 22:00:00,105.81033315,709.9680000000001,6570.03,20.042904
2017-11-10 22:10:00,106.47598079999999,424.791,6585.6,25.925150000000002
2017-11-10 22:20:00,107.89643385999999,76.856,6643.46,23.834856
2017-11-10 22:30:00,108.39465753,275.037,6670.03,31.1771
2017-11-10 22:40:00,108.08823788000001,69.82400000000001,6629.96,20.179378
2017-11-10 22:50:00,109.048472,44.885000000000005,6668.0,15.668622
2017-11-10 23:00:00,108.74142498999998,228.769,6589.99,18.705127
2017-11-10 23:10:00,107.11231353,144.119,6550.01,14.124537
2017-11-10 23:20:00,107.91546381,320.697,6579.81,7.973874
2017-11-10 23:30:00,107.26253999999999,109.325,6540.0,14.148644
2017-11-10 23:40:00,106.87690818,80.291,6516.09,11.41259
2017-11-10 23:50:00,106.72097897999998,83.87100000000001,6506.98,12.50295
2017-11-11 00:00:00,107.26253999999999,0.0,6540.0,10.999854000000001
2017-11-11 00:10:00,107.55921000000001,59.168,6550.5,24.844732999999998
2017-11-11 00:20:00,107.38735437999999,365.364,6534.86,10.260095999999999
2017-11-11 00:30:00,107.4298797,342.121,6537.05,16.483622999999998
2017-11-11 00:40:00,108.63551435000001,323.245,6610.01,32.340675
2017-11-11 00:50:00,109.83216950999999,321.963,6679.57,19.779763
2017-11-11 01:00:00,110.02746176,75.77199999999999,6691.04,31.815298
2017-11-11 01:10:00,109.668596,104.875,6668.0,19.941846
2017-11-11 01:20:00,112.12266464,538.037,6699.49,19.971957
2017-11-11 01:30:00,113.7594414,145.191,6733.32,23.499867
2017-11-11 01:40:00,112.914,524.23,6750.0,13.070983
2017-11-11 01:50:00,111.70179647,153.272,6789.97,12.260612
2017-11-11 02:00:00,109.53344270999999,310.419,6748.41,11.060335
2017-11-11 02:10:00,110.93156253,37.083,6743.97,17.854155
2017-11-11 02:20:00,110.314988,83.455,6689.0,15.964686
2017-11-11 02:30:00,110.67727726,52.677,6713.41,6.161951999999999
2017-11-11 02:40:00,110.65058844,114.275,6713.42,33.258511
2017-11-11 02:50:00,110.7334219,103.23,6749.98,13.122706
2017-11-11 03:00:00,110.81562778,239.735,6741.02,11.606127
2017-11-11 03:10:00,109.61997407999999,22.19,6684.96,24.614995
2017-11-11 03:20:00,109.17552255,24.177,6657.45,15.757431
2017-11-11 03:30:00,110.19390408,41.141,6719.96,9.37201
2017-11-11 03:40:00,110.15012689999999,40.692,6717.7,22.123895
2017-11-11 03:50:00,110.34508000000001,122.682,6730.0,12.365037000000001
2017-11-11 04:00:00,109.86022794,39.425,6700.02,21.2811
2017-11-11 04:10:00,110.049952,50.107,6712.0,15.975921
2017-11-11 04:20:00,110.1024192,348.483,6715.2,5.013297
2017-11-11 04:30:00,110.08717092000002,90.917,6714.27,12.513316
2017-11-11 04:40:00,110.72441178000001,58.115,6756.02,10.864289
2017-11-11 04:50:00,110.89319136,28.005,6765.08,7.990893000000001
2017-11-11 05:00:00,108.78335299999999,149.058,6756.73,9.981475
2017-11-11 05:10:00,108.69383209000002,56.807,6709.91,11.917133
2017-11-11 05:20:00,109.07252747999999,164.425,6656.04,13.460179
2017-11-11 05:30:00,108.80984387,428.154,6640.01,12.290557999999999
2017-11-11 05:40:00,108.85170642000001,134.182,6642.97,10.040128
2017-11-11 05:50:00,108.19724958,26.707,6603.03,6.368975
2017-11-11 06:00:00,108.75601218000001,205.042,6637.13,8.88805
2017-11-11 06:10:00,108.72823695000001,29.726,6636.65,3.960494
2017-11-11 06:20:00,109.642715,82.162,6643.0,10.214977999999999
2017-11-11 06:30:00,111.60017658,179.442,6647.22,15.033897
2017-11-11 06:40:00,111.66498211999999,34.256,6651.08,7.27421
2017-11-11 06:50:00,111.6897664,121.672,6652.16,9.627138
2017-11-11 07:00:00,111.72317849999999,109.71199999999999,6654.15,6.320353
2017-11-11 07:10:00,112.64952988,299.51,6668.02,11.573748
2017-11-11 07:20:00,111.76304636,25.522,6616.33,16.389382
2017-11-11 07:30:00,109.67784215999998,248.07,6578.96,19.596001
2017-11-11 07:40:00,110.07120186000002,427.614,6600.18,13.282738
2017-11-11 07:50:00,109.05577298,188.764,6578.74,12.151204
2017-11-11 08:00:00,111.37184099999999,48.818,6621.0,13.383227
2017-11-11 08:10:00,111.14385155999999,48.221,6620.04,8.056772
2017-11-11 08:20:00,111.24516780000002,105.267,6645.47,4.667364
2017-11-11 08:30:00,111.63255839,190.99,6669.01,10.253822
2017-11-11 08:40:00,110.39182527999999,191.588,6672.62,24.530081
2017-11-11 08:50:00,111.28056142,54.903,6704.86,9.705891
2017-11-11 09:00:00,110.38335,206.66,6650.0,5.922237
2017-11-11 09:10:00,109.01451,49.178,6606.94,11.923781
2017-11-11 09:20:00,110.39868655000001,297.186,6630.95,17.715319
2017-11-11 09:30:00,109.72400999999999,66.356,6649.94,12.632751
2017-11-11 09:40:00,109.56165000000001,278.821,6640.1,6.335348
2017-11-11 09:50:00,111.13090195999999,73.309,6616.51,8.615907
2017-11-11 10:00:00,111.66155919999999,239.577,6650.48,6.7513499999999995
2017-11-11 10:10:00,111.18920793000001,80.312,6650.47,5.087186
2017-11-11 10:20:00,110.74418626,23.176,6623.06,7.0281400000000005
2017-11-11 10:30:00,109.3752,58.589,6628.8,7.752739
2017-11-11 10:40:00,110.22688169999999,110.28,6605.95,8.435463
2017-11-11 10:50:00,108.50173190999999,104.77000000000001,6505.29,14.470232
2017-11-11 11:00:00,108.85293513000002,277.93899999999996,6545.97,6.844422
2017-11-11 11:10:00,107.68199988,136.511,6488.04,25.950319
2017-11-11 11:20:00,107.52150689,336.09499999999997,6478.37,20.978855000000003
2017-11-11 11:30:00,107.56800353000001,206.985,6499.97,12.842644
2017-11-11 11:40:00,107.32988376,155.487,6476.58,10.837182
2017-11-11 11:50:00,106.34864182000001,136.727,6410.02,30.930186999999997
2017-11-11 12:00:00,104.9123397,110.306,6323.83,28.368436000000003
2017-11-11 12:10:00,104.483182,125.769,6301.0,29.76505
2017-11-11 12:20:00,105.91503930000002,117.381,6384.27,15.69601
2017-11-11 12:30:00,105.58180580000001,127.917,6363.8,18.176577
2017-11-11 12:40:00,105.58512400000001,175.994,6364.0,18.653116999999998
2017-11-11 12:50:00,105.39120188999999,111.65,6315.01,13.659585
2017-11-11 13:00:00,106.75355001,33.765,6279.99,29.677109
2017-11-11 13:10:00,107.634618,102.621,6279.0,30.569602
2017-11-11 13:20:00,104.75178,72.267,6202.0,38.209933
2017-11-11 13:30:00,108.16553103999999,13.624,6291.62,81.947494
2017-11-11 13:40:00,108.58520467,219.822,6374.99,74.62606099999999
2017-11-11 13:50:00,107.80622,44.309,6355.0,65.470947
2017-11-11 14:00:00,108.78245296,35.267999999999994,6439.88,30.54087
2017-11-11 14:10:00,107.417245,40.129,6356.05,37.980907
2017-11-11 14:20:00,108.83103335999999,115.53,6330.33,26.665834
2017-11-11 14:30:00,110.888295,179.56,6385.0,27.435648999999998
2017-11-11 14:40:00,114.57433189999999,177.56,6425.93,29.618821
2017-11-11 14:50:00,113.56716609,363.66400000000004,6339.93,46.458537
2017-11-11 15:00:00,112.92840492,71.01400000000001,6297.24,33.368825
2017-11-11 15:10:00,112.98292124,141.742,6300.28,33.266205
2017-11-11 15:20:00,116.28065613,224.255,6339.93,19.41931
2017-11-11 15:30:00,113.03769828,105.84,6310.02,25.703903
2017-11-11 15:40:00,114.28953345000001,88.746,6230.01,41.264333
2017-11-11 15:50:00,118.78980432000002,102.372,6285.84,31.33277
2017-11-11 16:00:00,119.38125,332.96,6250.0,45.751925
2017-11-11 16:10:00,119.004676,177.989,6211.1,51.138859
2017-11-11 16:20:00,122.04972675,126.255,6305.85,45.419258
2017-11-11 16:30:00,126.03830291,165.626,6300.97,14.707478
2017-11-11 16:40:00,142.85667586,353.63800000000003,6325.01,15.356838
2017-11-11 16:50:00,163.2137,473.053,6277.45,19.578147
2017-11-11 17:00:00,155.70834628,325.35699999999997,6275.02,20.072431
2017-11-11 17:10:00,132.71292099000001,299.736,6290.01,14.721243999999999
2017-11-11 17:20:00,139.85281204,247.987,6299.96,13.772872
2017-11-11 17:30:00,131.98479,166.873,6284.99,26.846308
2017-11-11 17:40:00,125.40435255,273.92900000000003,6234.37,20.995977
2017-11-11 17:50:00,122.73216980000001,242.762,6256.1,7.305366
2017-11-11 18:00:00,123.61778109,176.253,6275.97,20.170081
2017-11-11 18:10:00,123.17433768000001,260.993,6280.88,17.103835
2017-11-11 18:20:00,122.46808911999999,146.342,6258.59,21.863875
2017-11-11 18:30:00,117.60677,230.673,6189.83,25.979267
2017-11-11 18:40:00,122.79865975999999,141.603,6140.24,17.907885
2017-11-11 18:50:00,114.41456498999999,163.878,6150.99,15.738069
2017-11-11 19:00:00,114.63786379,248.107,6100.03,49.28436
2017-11-11 19:10:00,124.21573380000001,69.485,6230.1,31.048163
2017-11-11 19:20:00,129.3406542,204.832,6270.15,26.800197
2017-11-11 19:30:00,125.56881347999999,90.15899999999999,6282.21,6.4890419999999995
2017-11-11 19:40:00,119.62790399999999,23.597,6230.62,11.282783
2017-11-11 19:50:00,122.90363088000001,68.357,6240.03,16.974401
2017-11-11 20:00:00,120.34348588,249.79999999999998,6236.06,18.691432
2017-11-11 20:10:00,122.50928958000002,252.347,6222.22,10.084702
2017-11-11 20:20:00,122.38697485,154.75,6229.93,27.133527
2017-11-11 20:30:00,123.44458944,190.731,6235.52,9.796539
2017-11-11 20:40:00,122.99428368,131.237,6264.99,17.229824999999998
2017-11-11 20:50:00,122.93868279,153.19,6370.21,16.780873
2017-11-11 21:00:00,117.64358496,48.739000000000004,6302.56,28.517242
2017-11-11 21:10:00,120.09202488,128.171,6327.96,11.093501
2017-11-11 21:20:00,120.84788925,84.972,6360.75,12.564503
2017-11-11 21:30:00,120.84,159.522,6360.0,5.788152
2017-11-11 21:40:00,123.0569236,147.983,6395.89,27.376362
2017-11-11 21:50:00,122.72814711000001,87.21000000000001,6399.09,19.774771
2017-11-11 22:00:00,118.7199802,134.483,6350.36,20.954684
2017-11-11 22:10:00,116.92924000000001,116.65299999999999,6354.85,7.877049
2017-11-11 22:20:00,117.68595962,307.69,6341.18,8.094929
2017-11-11 22:30:00,118.33037532,136.031,6292.83,15.984174
2017-11-11 22:40:00,118.00311528,100.448,6275.76,12.087864
2017-11-11 22:50:00,119.34980903999998,193.091,6249.99,13.085584
2017-11-11 23:00:00,117.35646458000001,95.826,6170.81,18.348084999999998
2017-11-11 23:10:00,119.17776,107.824,6240.0,9.804003999999999
2017-11-11 23:20:00,116.87075399999999,182.118,6200.04,14.186041
2017-11-11 23:30:00,120.6703575,136.764,6268.59,14.857702
2017-11-11 23:40:00,117.876843,352.229,6236.87,17.908117
2017-11-11 23:50:00,117.4818806,319.31600000000003,6245.05,19.76083
2017-11-12 00:00:00,116.45247,112.178,6190.0,9.977703
2017-11-12 00:10:00,119.66360927999999,135.123,6240.28,6.843253000000001
2017-11-12 00:20:00,122.12819094,101.24000000000001,6200.03,15.86445
2017-11-12 00:30:00,122.03550199000001,357.338,6195.01,13.289560999999999
2017-11-12 00:40:00,122.43296,357.443,6196.0,15.232064
2017-11-12 00:50:00,122.638327,207.662,6162.73,17.735224000000002
2017-11-12 01:00:00,124.24293204,215.814,6120.04,21.818866
2017-11-12 01:10:00,122.51328305,384.543,6162.95,24.014803
2017-11-12 01:20:00,119.543385,118.65899999999999,6130.43,20.630074999999998
2017-11-12 01:30:00,119.4099368,204.731,6178.4,19.747982999999998
2017-11-12 01:40:00,120.11559749999999,120.575,6120.54,26.168812
2017-11-12 01:50:00,117.291035,156.37,6065.0,58.983216
2017-11-12 02:00:00,120.05550018000001,74.66799999999999,6026.58,32.410391000000004
2017-11-12 02:10:00,118.18884161999999,243.168,5987.58,74.17729200000001
2017-11-12 02:20:00,118.00800000000001,236.363,6000.0,60.729066
2017-11-12 02:30:00,119.0035,135.873,6050.0,37.151022000000005
2017-11-12 02:40:00,116.21199000000001,354.309,5990.0,26.960403
2017-11-12 02:50:00,115.48335590999999,217.496,5949.99,30.481493
2017-11-12 03:00:00,115.36176,269.728,5960.0,25.924031
2017-11-12 03:10:00,115.05670944,454.177,5944.24,30.584778
2017-11-12 03:20:00,113.95574016,223.306,5887.36,49.632727
2017-11-12 03:30:00,113.42806999999999,331.931,5845.0,25.173775
2017-11-12 03:40:00,113.05080260000001,396.555,5880.1,82.20789500000001
2017-11-12 03:50:00,114.95714202,106.61,5956.02,94.588247
2017-11-12 04:00:00,116.12799521000001,208.781,6017.93,63.067627
2017-11-12 04:10:00,114.85114644000001,205.662,5950.22,26.385667
2017-11-12 04:20:00,116.30831247,72.413,5948.97,23.057665
2017-11-12 04:30:00,118.69681384,189.597,6008.14,29.959381
2017-11-12 04:40:00,117.51636468000002,145.572,5955.02,34.343271
2017-11-12 04:50:00,116.195096,95.83,5846.0,27.802299
2017-11-12 05:00:00,115.59859454,73.374,5751.46,54.245179
2017-11-12 05:10:00,114.95117,99.035,5671.0,54.910574
2017-11-12 05:20:00,115.914414,100.575,5698.0,60.477982
2017-11-12 05:30:00,115.39498728000001,86.623,5649.97,47.570392
2017-11-12 05:40:00,116.97821400000001,401.758,5667.0,56.552013
2017-11-12 05:50:00,114.81087993999999,229.333,5739.97,53.932998999999995
2017-11-12 06:00:00,111.21112,248.725,5560.0,51.188521
2017-11-12 06:10:00,109.123311,287.796,5511.0,48.727698
2017-11-12 06:20:00,109.2096777,124.72500000000001,5524.01,51.591659
2017-11-12 06:30:00,107.90239999999999,44.218999999999994,5440.0,42.919187
2017-11-12 06:40:00,107.342417,180.023,5369.0,142.282685
2017-11-12 06:50:00,110.20575429,101.92800000000001,5549.97,109.866542
2017-11-12 07:00:00,119.354865,157.65,6189.0,135.557996
2017-11-12 07:10:00,112.09428999,68.138,5900.01,179.825293
2017-11-12 07:20:00,117.42056030000002,222.035,6095.02,62.406344000000004
2017-11-12 07:30:00,113.2782,181.996,5880.0,106.224234
2017-11-12 07:40:00,115.74181871,71.91499999999999,6006.01,47.436774
2017-11-12 07:50:00,117.04284000000001,63.226,6060.0,59.367515
2017-11-12 08:00:00,119.87082455999999,218.471,6210.28,48.290212999999994
2017-11-12 08:10:00,121.465845,217.266,6473.0,112.86272699999999
2017-11-12 08:20:00,119.38516372000001,276.10400000000004,6257.74,108.206117
2017-11-12 08:30:00,117.87601992,267.186,6178.96,65.202507
2017-11-12 08:40:00,115.84584923999999,284.58299999999997,6084.98,38.982092
2017-11-12 08:50:00,117.15504086,244.44199999999998,6144.71,61.977797
2017-11-12 09:00:00,115.59208694000002,134.846,5974.06,50.148437
2017-11-12 09:10:00,114.68035152,204.82,5922.96,38.95699
2017-11-12 09:20:00,116.12635926000002,301.898,5936.02,36.314401000000004
2017-11-12 09:30:00,117.36443600000001,178.22,5999.0,26.758164
2017-11-12 09:40:00,116.2674645,139.425,6046.15,27.903759
2017-11-12 09:50:00,117.1038,192.623,6050.0,66.378057
2017-11-12 10:00:00,117.17151202,109.13799999999999,6050.06,44.661613
2017-11-12 10:10:00,118.26981459,261.738,6106.77,12.477147
2017-11-12 10:20:00,115.321102,193.85899999999998,6101.0,52.443722
2017-11-12 10:30:00,116.72349246,476.113,6169.97,25.565573
2017-11-12 10:40:00,118.47097600000001,256.534,6191.0,38.963492
2017-11-12 10:50:00,119.2528095,430.866,6259.99,51.982416
2017-11-12 11:00:00,118.86796838000001,106.209,6310.01,39.229393
2017-11-12 11:10:00,117.64047052000001,162.839,6350.02,39.628755
2017-11-12 11:20:00,118.13827482999999,154.76,6379.99,23.027527
2017-11-12 11:30:00,118.04063908,235.776,6380.92,24.696461
2017-11-12 11:40:00,118.724751,145.339,6249.0,45.934021
2017-11-12 11:50:00,114.49168653000001,96.657,6241.71,15.970706
2017-11-12 12:00:00,116.0288927,101.632,6127.1,10.572162
2017-11-12 12:10:00,114.91059294,409.72200000000004,6151.86,16.414270000000002
2017-11-12 12:20:00,115.6832425,174.775,6227.9,23.525234
2017-11-12 12:30:00,115.05278123999999,160.275,6195.96,27.455612
2017-11-12 12:40:00,115.56036324000002,143.922,6189.96,16.852828
2017-11-12 12:50:00,115.68802622000001,241.137,6150.02,17.203143
2017-11-12 13:00:00,114.22058011000001,123.76,6072.01,31.011748
2017-11-12 13:10:00,112.54709199999999,100.562,6062.0,42.142624
2017-11-12 13:20:00,112.83322014,147.21699999999998,6064.02,61.158059
2017-11-12 13:30:00,115.05346670000002,106.441,6124.1,28.840484
2017-11-12 13:40:00,114.49808999999999,58.003,6090.0,20.959167
2017-11-12 13:50:00,114.54138322,34.336,6118.01,15.223054000000001
2017-11-12 14:00:00,116.746551,28.2,6141.0,18.203797
2017-11-12 14:10:00,117.23,56.631,6170.0,10.413677
2017-11-12 14:20:00,116.60131152000001,131.042,6119.84,11.572973
2017-11-12 14:30:00,121.59400550000001,5.9239999999999995,6124.1,14.629947
2017-11-12 14:40:00,117.56964310000001,43.376999999999995,6123.1,12.930003
2017-11-12 14:50:00,118.95,16.849,6100.0,23.274137
2017-11-12 15:00:00,131.38887657,254.74,6125.07,49.227517
2017-11-12 15:10:00,132.2365044,996.224,6180.72,36.667047
2017-11-12 15:20:00,129.36458448000002,301.752,6217.06,33.912478
2017-11-12 15:30:00,132.4737648,755.421,6244.05,13.198507
2017-11-12 15:40:00,133.760058,488.62399999999997,6250.47,38.50094
2017-11-12 15:50:00,136.2144394,400.327,6200.02,15.846784999999999
2017-11-12 16:00:00,128.44638301,361.75899999999996,6175.01,6.98726
2017-11-12 16:10:00,130.8711,32.338,6158.64,18.605012000000002
2017-11-12 16:20:00,125.89456495,74.569,6169.79,8.849253000000001
2017-11-12 16:30:00,129.14089099999998,52.89699999999999,6178.99,10.749132
2017-11-12 16:40:00,126.58682201,50.248999999999995,6115.01,13.390471
2017-11-12 16:50:00,126.10756150999998,37.631,6080.11,15.800981
2017-11-12 17:00:00,127.37635293999998,85.261,6122.98,23.054428
2017-11-12 17:10:00,126.443069,119.272,6091.0,3.423394
2017-11-12 17:20:00,127.88370001,372.068,6089.99,19.799082
2017-11-12 17:30:00,126.60529245,117.422,6099.99,6.3358810000000005
2017-11-12 17:40:00,124.39160658,101.161,6072.03,3.6405190000000003
2017-11-12 17:50:00,124.49249688000002,201.417,6063.34,22.408241999999998
2017-11-12 18:00:00,124.6421,57.959,6050.0,4.005335
2017-11-12 18:10:00,125.16388992,74.712,6104.96,4.550633
2017-11-12 18:20:00,126.86190797,58.762,6100.01,12.403720999999999
2017-11-12 18:30:00,124.34715514999999,56.19199999999999,6095.15,19.621276
2017-11-12 18:40:00,124.0205548,62.812999999999995,6122.96,10.346734
2017-11-12 18:50:00,124.41106314000001,276.639,6141.33,22.193307
2017-11-12 19:00:00,126.18429664,105.657,6183.08,14.893730999999999
2017-11-12 19:10:00,128.94803009,42.968,6140.09,17.711939
2017-11-12 19:20:00,134.07475727,64.628,6100.13,12.703141
2017-11-12 19:30:00,125.21379130999999,203.122,5999.99,23.606341999999998
2017-11-12 19:40:00,125.13610259999999,51.239,5995.98,21.920435
2017-11-12 19:50:00,125.63865220000001,105.12,6020.06,18.982367
2017-11-12 20:00:00,127.19951950000001,79.537,6094.85,21.128478
2017-11-12 20:10:00,125.99719879999999,148.273,6037.24,13.128427
2017-11-12 20:20:00,122.328206,120.119,6026.02,14.429259
2017-11-12 20:30:00,122.86205802,21.701,6052.02,11.772315
2017-11-12 20:40:00,124.05340576,67.964,6025.52,10.927972
2017-11-12 20:50:00,126.93413389999999,138.827,5947.9,17.274430000000002
2017-11-12 21:00:00,119.74685878,75.661,5812.39,53.877151
2017-11-12 21:10:00,119.9502,85.384,5820.0,34.671211
2017-11-12 21:20:00,121.1446023,68.233,5822.86,17.343044
2017-11-12 21:30:00,123.1389,203.397,5900.0,20.979536
2017-11-12 21:40:00,121.93942291,270.867,5865.01,21.719116
2017-11-12 21:50:00,121.90739568,273.892,5864.88,9.650995
2017-11-12 22:00:00,118.54002424,73.368,5751.02,46.682756
2017-11-12 22:10:00,118.90052811999999,230.37,5768.51,35.352944
2017-11-12 22:20:00,119.27793591000001,198.813,5789.91,38.897242999999996
2017-11-12 22:30:00,118.24891596,75.031,5739.96,13.540086
2017-11-12 22:40:00,116.61298,26.073,5660.0,14.794130000000001
2017-11-12 22:50:00,116.58509196000001,294.397,5660.02,13.326831
2017-11-12 23:00:00,117.90024369999999,182.562,5714.99,19.916137
2017-11-12 23:10:00,116.792091,211.439,5661.0,12.813421
2017-11-12 23:20:00,118.50867,141.654,5670.0,35.91166
2017-11-12 23:30:00,117.80071099999999,78.549,5809.0,19.682833
2017-11-12 23:40:00,119.15811036,120.45400000000001,5810.04,40.901004
2017-11-12 23:50:00,120.869424,88.762,5811.03,17.454567
2017-11-13 00:00:00,133.247096,150.53199999999998,5948.0,15.882772
2017-11-13 00:10:00,126.732444,221.514,5949.88,17.832747
2017-11-13 00:20:00,129.47396158,117.076,5870.77,13.979033000000001
2017-11-13 00:30:00,126.74095,227.13299999999998,5950.0,17.956174
2017-11-13 00:40:00,126.39825799,61.237,5959.09,8.247685
2017-11-13 00:50:00,130.98187604,283.54,6016.07,12.792681
